user_id,timestamp,event_type,duration,engagement_level,text_data,location,time_of_day
317,2023-10-01 19:32:00,Commute,15,3,Workout session,Office,Evening
97,2023-10-20 10:51:00,Social Interaction,45,1,Casual chat with friends,Office,Morning
912,2023-10-14 23:22:00,Exercise,45,5,Networking event,Office,Evening
909,2023-10-03 06:00:00,Meeting,20,4,Client meeting,Outdoor,Morning
76,2023-10-28 13:26:00,Social Interaction,12,1,Discuss project,Gym,Afternoon
user_197,2023-10-06 11:01:00,Meeting,30,1,Client meeting,Home,Morning
15,2023-10-10 04:44:00,Commute,20,3,Went for a walk,Gym,Morning
915,2023-10-17 03:04:00,Break,12,3,Went for a walk,Office,Morning
user_154,2023-10-02 15:56:00,Meeting,30,1,Relaxing at home,Office,Afternoon
user_305,2023-10-10 12:17:00,Casual Lunch,60,2,Had a coffee break,Office,Afternoon
880,2023-10-18 10:11:00,Commute,12,2,Long commute,Home,Morning
273,2023-10-07 14:43:00,Commute,20,5,Solo reading session,Outdoor,Afternoon
498,2023-10-30 03:05:00,Meeting,60,1,Workout session,Home,Morning
758,2023-10-15 12:25:00,Exercise,45,3,Casual chat with friends,Home,Afternoon
user_188,2023-10-04 05:47:00,Exercise,60,3,Team brainstorming,Gym,Morning
126,2023-10-17 04:43:00,Casual Lunch,45,3,Long commute,Outdoor,Morning
716,2023-10-30 23:18:00,Casual Lunch,45,2,Went for a walk,Office,Evening
604,2023-10-14 20:26:00,Exercise,30,4,Solo reading session,Office,Evening
960,2023-10-10 02:08:00,Meeting,15,1,Workout session,Office,Morning
user_184,2023-10-27 12:47:00,Break,12,1,Casual chat with friends,Gym,Afternoon
user_61,2023-10-05 19:43:00,Break,12,4,Workout session,Outdoor,Evening
432,2023-10-08 13:54:00,Commute,15,3,Went for a walk,Home,Afternoon
user_235,2023-10-16 16:11:00,Casual Lunch,30,2,Workout session,Office,Afternoon
user_133,2023-10-10 22:51:00,Meeting,30,3,Client meeting,Gym,Evening
544,2023-10-06 03:00:00,Casual Lunch,12,1,Went for a walk,Outdoor,Morning
user_150,2023-10-09 09:28:00,Social Interaction,15,2,Relaxing at home,Office,Morning
user_455,2023-10-12 18:36:00,Break,20,5,Long commute,Outdoor,Evening
user_376,2023-10-30 17:42:00,Meeting,12,4,Discuss project,Gym,Afternoon
user_413,2023-10-25 22:45:00,Social Interaction,60,1,Solo reading session,Gym,Evening
187,2023-10-20 05:00:00,Meeting,20,3,Went for a walk,Home,Morning
213,2023-10-24 16:01:00,Meeting,45,5,Networking event,Home,Afternoon
user_400,2023-10-25 17:51:00,Commute,30,2,Client meeting,Home,Afternoon
user_366,2023-10-09 05:18:00,Casual Lunch,12,1,Workout session,Office,Morning
user_394,2023-10-15 04:39:00,Casual Lunch,30,2,Team brainstorming,Home,Morning
603,2023-10-08 20:51:00,Exercise,60,5,Went for a walk,Home,Evening
528,2023-10-14 09:48:00,Exercise,45,5,Team brainstorming,Gym,Morning
user_194,2023-10-01 23:30:00,Commute,15,4,Lunch with colleagues,Home,Evening
user_173,2023-10-27 21:14:00,Break,15,3,Team brainstorming,Office,Evening
user_142,2023-10-08 04:33:00,Social Interaction,60,5,Had a coffee break,Office,Morning
459,2023-10-22 04:58:00,Social Interaction,45,5,Discuss project,Gym,Morning
user_345,2023-10-22 22:53:00,Meeting,15,5,Team brainstorming,Home,Evening
user_145,2023-10-21 01:34:00,Exercise,60,5,Client meeting,Outdoor,Morning
596,2023-10-10 01:15:00,Casual Lunch,60,4,Discuss project,Outdoor,Morning
298,2023-10-22 22:46:00,Casual Lunch,30,4,Had a coffee break,Office,Evening
user_50,2023-10-03 01:11:00,Casual Lunch,12,2,Lunch with colleagues,Outdoor,Morning
414,2023-10-15 17:26:00,Break,30,1,Long commute,Home,Afternoon
user_344,2023-10-22 07:12:00,Exercise,20,1,Casual chat with friends,Office,Morning
237,2023-10-27 03:52:00,Casual Lunch,20,4,Team brainstorming,Office,Morning
user_480,2023-10-11 17:36:00,Commute,12,4,Networking event,Home,Afternoon
user_386,2023-10-02 13:49:00,Exercise,12,5,Went for a walk,Outdoor,Afternoon
661,2023-10-06 15:31:00,Social Interaction,12,2,Relaxing at home,Gym,Afternoon
user_303,2023-10-19 07:30:00,Exercise,60,1,Lunch with colleagues,Office,Morning
user_225,2023-10-02 10:52:00,Commute,20,1,Discuss project,Home,Morning
user_51,2023-10-26 22:06:00,Casual Lunch,12,1,Workout session,Outdoor,Evening
708,2023-10-13 04:02:00,Meeting,30,3,Relaxing at home,Office,Morning
user_227,2023-10-16 20:48:00,Meeting,60,4,Workout session,Gym,Evening
user_388,2023-10-25 18:11:00,Meeting,60,3,Went for a walk,Outdoor,Evening
168,2023-10-10 12:15:00,Exercise,30,4,Casual chat with friends,Home,Afternoon
user_36,2023-10-10 16:32:00,Break,60,4,Had a coffee break,Home,Afternoon
866,2023-10-26 21:35:00,Social Interaction,20,2,Had a coffee break,Gym,Evening
997,2023-10-06 03:21:00,Social Interaction,15,5,Had a coffee break,Gym,Morning
user_458,2023-10-22 06:37:00,Social Interaction,20,4,Networking event,Gym,Morning
user_258,2023-10-08 06:07:00,Social Interaction,30,4,Long commute,Office,Morning
user_95,2023-10-27 04:58:00,Casual Lunch,12,3,Team brainstorming,Outdoor,Morning
user_380,2023-10-25 14:17:00,Social Interaction,30,5,Client meeting,Home,Afternoon
712,2023-10-28 05:04:00,Commute,15,4,Team brainstorming,Office,Morning
user_229,2023-10-13 02:01:00,Casual Lunch,45,2,Discuss project,Outdoor,Morning
724,2023-10-09 17:02:00,Casual Lunch,12,3,Workout session,Office,Afternoon
user_26,2023-10-14 12:43:00,Exercise,15,1,Networking event,Office,Afternoon
user_195,2023-10-30 13:53:00,Social Interaction,15,3,Lunch with colleagues,Home,Afternoon
user_71,2023-10-25 22:30:00,Meeting,30,2,Long commute,Office,Evening
217,2023-10-24 13:25:00,Break,20,2,Networking event,Home,Afternoon
user_12,2023-10-17 06:18:00,Social Interaction,12,3,Client meeting,Office,Morning
124,2023-10-09 16:13:00,Exercise,45,1,Went for a walk,Office,Afternoon
user_241,2023-10-29 13:31:00,Break,30,3,Had a coffee break,Gym,Afternoon
338,2023-10-22 15:58:00,Casual Lunch,12,5,Lunch with colleagues,Home,Afternoon
user_92,2023-10-26 17:34:00,Social Interaction,45,3,Team brainstorming,Office,Afternoon
user_223,2023-10-17 05:49:00,Meeting,20,5,Had a coffee break,Outdoor,Morning
214,2023-10-09 15:46:00,Break,60,5,Workout session,Gym,Afternoon
430,2023-10-17 07:28:00,Break,45,1,Went for a walk,Outdoor,Morning
789,2023-10-22 22:16:00,Exercise,12,2,Client meeting,Office,Evening
795,2023-10-02 23:25:00,Break,45,3,Casual chat with friends,Office,Evening
user_138,2023-10-19 17:51:00,Exercise,30,3,Went for a walk,Outdoor,Afternoon
user_451,2023-10-17 01:16:00,Exercise,12,3,Had a coffee break,Outdoor,Morning
user_499,2023-10-05 05:48:00,Casual Lunch,15,5,Team brainstorming,Gym,Morning
user_232,2023-10-23 16:48:00,Commute,20,3,Casual chat with friends,Gym,Afternoon
user_206,2023-10-08 14:39:00,Break,15,3,Discuss project,Outdoor,Afternoon
43,2023-10-26 20:06:00,Break,45,5,Casual chat with friends,Home,Evening
439,2023-10-06 17:36:00,Break,45,1,Networking event,Gym,Afternoon
886,2023-10-19 16:29:00,Meeting,60,5,Casual chat with friends,Office,Afternoon
user_319,2023-10-19 09:07:00,Meeting,30,3,Team brainstorming,Outdoor,Morning
62,2023-10-18 15:55:00,Casual Lunch,20,5,Solo reading session,Gym,Afternoon
user_469,2023-10-17 23:40:00,Commute,45,4,Workout session,Gym,Evening
user_345,2023-10-19 07:06:00,Social Interaction,45,1,Casual chat with friends,Office,Morning
647,2023-10-14 14:30:00,Exercise,20,3,Client meeting,Home,Afternoon
273,2023-10-17 04:04:00,Break,12,3,Went for a walk,Home,Morning
user_478,2023-10-14 12:11:00,Break,60,3,Casual chat with friends,Outdoor,Afternoon
user_460,2023-10-25 06:00:00,Exercise,30,4,Lunch with colleagues,Gym,Morning
252,2023-10-28 19:43:00,Social Interaction,20,5,Long commute,Gym,Evening
533,2023-10-09 23:45:00,Social Interaction,30,1,Relaxing at home,Outdoor,Evening
778,2023-10-30 10:39:00,Break,20,1,Went for a walk,Home,Morning
user_280,2023-10-15 06:16:00,Commute,60,4,Workout session,Gym,Morning
user_2,2023-10-24 18:28:00,Exercise,30,4,Long commute,Gym,Evening
238,2023-10-04 08:32:00,Break,20,1,Networking event,Outdoor,Morning
905,2023-10-16 04:40:00,Exercise,30,1,Relaxing at home,Home,Morning
user_482,2023-10-20 17:06:00,Meeting,60,1,Long commute,Gym,Afternoon
user_179,2023-10-02 20:15:00,Meeting,15,4,Workout session,Outdoor,Evening
598,2023-10-30 17:53:00,Casual Lunch,30,5,Casual chat with friends,Office,Afternoon
969,2023-10-12 12:08:00,Social Interaction,45,3,Discuss project,Home,Afternoon
919,2023-10-27 22:23:00,Meeting,30,1,Had a coffee break,Office,Evening
user_317,2023-10-24 14:08:00,Meeting,12,3,Networking event,Gym,Afternoon
user_359,2023-10-06 16:02:00,Exercise,45,4,Solo reading session,Outdoor,Afternoon
589,2023-10-10 13:01:00,Break,15,3,Team brainstorming,Outdoor,Afternoon
user_486,2023-10-21 18:23:00,Social Interaction,15,3,Had a coffee break,Home,Evening
375,2023-10-26 01:14:00,Break,20,4,Team brainstorming,Home,Morning
574,2023-10-26 06:40:00,Casual Lunch,20,1,Lunch with colleagues,Gym,Morning
user_314,2023-10-11 01:20:00,Social Interaction,60,4,Relaxing at home,Home,Morning
342,2023-10-12 10:37:00,Casual Lunch,45,3,Solo reading session,Home,Morning
user_108,2023-10-22 17:09:00,Commute,15,3,Casual chat with friends,Home,Afternoon
925,2023-10-25 15:12:00,Social Interaction,60,4,Long commute,Office,Afternoon
800,2023-10-28 09:32:00,Social Interaction,30,4,Team brainstorming,Outdoor,Morning
user_45,2023-10-21 05:45:00,Exercise,20,1,Solo reading session,Home,Morning
876,2023-10-05 06:43:00,Casual Lunch,60,5,Casual chat with friends,Outdoor,Morning
59,2023-10-19 18:15:00,Exercise,60,1,Relaxing at home,Home,Evening
212,2023-10-27 08:18:00,Commute,45,1,Discuss project,Home,Morning
user_272,2023-10-01 09:36:00,Meeting,12,5,Relaxing at home,Office,Morning
816,2023-10-18 22:07:00,Commute,12,1,Went for a walk,Outdoor,Evening
user_110,2023-10-08 10:59:00,Break,12,5,Solo reading session,Office,Morning
26,2023-10-24 14:37:00,Social Interaction,45,3,Casual chat with friends,Outdoor,Afternoon
634,2023-10-13 19:17:00,Exercise,12,2,Casual chat with friends,Office,Evening
user_400,2023-10-28 18:09:00,Casual Lunch,45,1,Casual chat with friends,Gym,Evening
user_210,2023-10-02 20:49:00,Meeting,15,4,Had a coffee break,Home,Evening
46,2023-10-16 13:50:00,Commute,12,5,Workout session,Home,Afternoon
369,2023-10-16 03:17:00,Meeting,60,1,Lunch with colleagues,Outdoor,Morning
user_369,2023-10-18 12:18:00,Casual Lunch,45,4,Networking event,Outdoor,Afternoon
user_495,2023-10-11 09:32:00,Meeting,30,4,Discuss project,Office,Morning
user_55,2023-10-04 14:02:00,Social Interaction,12,3,Went for a walk,Gym,Afternoon
user_82,2023-10-15 18:07:00,Social Interaction,30,5,Networking event,Gym,Evening
879,2023-10-19 09:42:00,Social Interaction,60,1,Casual chat with friends,Outdoor,Morning
user_45,2023-10-22 16:07:00,Exercise,60,3,Team brainstorming,Gym,Afternoon
user_284,2023-10-04 05:30:00,Social Interaction,20,2,Discuss project,Office,Morning
user_198,2023-10-13 09:08:00,Casual Lunch,15,2,Discuss project,Home,Morning
351,2023-10-28 14:08:00,Commute,20,2,Solo reading session,Outdoor,Afternoon
user_226,2023-10-07 21:25:00,Casual Lunch,45,4,Workout session,Home,Evening
user_389,2023-10-21 10:24:00,Social Interaction,20,5,Lunch with colleagues,Outdoor,Morning
user_173,2023-10-23 04:19:00,Break,30,5,Networking event,Gym,Morning
810,2023-10-03 05:08:00,Commute,20,5,Relaxing at home,Gym,Morning
user_122,2023-10-11 11:25:00,Social Interaction,30,5,Discuss project,Office,Morning
user_393,2023-10-04 08:30:00,Exercise,15,3,Long commute,Gym,Morning
481,2023-10-05 14:40:00,Exercise,12,5,Client meeting,Home,Afternoon
548,2023-10-05 21:10:00,Social Interaction,30,2,Went for a walk,Home,Evening
user_401,2023-10-16 01:16:00,Commute,20,2,Relaxing at home,Outdoor,Morning
141,2023-10-29 03:15:00,Casual Lunch,60,1,Lunch with colleagues,Office,Morning
286,2023-10-27 07:49:00,Meeting,60,1,Discuss project,Outdoor,Morning
user_387,2023-10-05 22:54:00,Casual Lunch,30,3,Team brainstorming,Office,Evening
user_358,2023-10-31 00:03:00,Commute,20,3,Solo reading session,Gym,Morning
486,2023-10-19 23:59:00,Break,30,4,Casual chat with friends,Home,Evening
user_82,2023-10-21 10:10:00,Meeting,20,5,Networking event,Outdoor,Morning
user_419,2023-10-16 14:36:00,Casual Lunch,30,2,Relaxing at home,Gym,Afternoon
166,2023-10-23 19:22:00,Meeting,60,1,Relaxing at home,Gym,Evening
698,2023-10-05 10:59:00,Commute,15,4,Went for a walk,Gym,Morning
user_186,2023-10-01 07:36:00,Casual Lunch,15,3,Had a coffee break,Gym,Morning
849,2023-10-12 21:20:00,Social Interaction,60,2,Casual chat with friends,Office,Evening
404,2023-10-13 23:31:00,Casual Lunch,20,3,Relaxing at home,Gym,Evening
402,2023-10-28 23:38:00,Social Interaction,15,5,Solo reading session,Home,Evening
771,2023-10-01 23:06:00,Commute,20,2,Client meeting,Outdoor,Evening
78,2023-10-17 08:41:00,Commute,45,1,Long commute,Office,Morning
user_310,2023-10-11 12:55:00,Exercise,20,4,Discuss project,Home,Afternoon
user_186,2023-10-05 21:00:00,Break,45,3,Long commute,Home,Evening
542,2023-10-07 20:14:00,Commute,20,3,Long commute,Outdoor,Evening
user_98,2023-10-19 14:58:00,Meeting,45,3,Team brainstorming,Outdoor,Afternoon
user_477,2023-10-03 21:12:00,Commute,45,1,Discuss project,Home,Evening
user_322,2023-10-15 12:50:00,Social Interaction,15,4,Lunch with colleagues,Office,Afternoon
866,2023-10-14 07:25:00,Meeting,12,1,Discuss project,Outdoor,Morning
582,2023-10-28 11:49:00,Casual Lunch,12,5,Discuss project,Gym,Morning
user_433,2023-10-21 06:48:00,Commute,12,4,Long commute,Gym,Morning
user_154,2023-10-10 17:27:00,Meeting,60,1,Discuss project,Gym,Afternoon
user_237,2023-10-06 00:53:00,Social Interaction,12,3,Solo reading session,Office,Morning
user_201,2023-10-10 05:58:00,Break,45,1,Networking event,Office,Morning
647,2023-10-03 02:38:00,Meeting,45,5,Relaxing at home,Home,Morning
779,2023-10-01 09:20:00,Commute,60,1,Had a coffee break,Outdoor,Morning
971,2023-10-14 18:08:00,Meeting,12,5,Solo reading session,Home,Evening
972,2023-10-15 23:07:00,Social Interaction,45,5,Team brainstorming,Office,Evening
user_83,2023-10-07 21:41:00,Break,30,3,Relaxing at home,Gym,Evening
158,2023-10-04 07:06:00,Social Interaction,60,4,Team brainstorming,Gym,Morning
716,2023-10-15 16:30:00,Exercise,15,4,Solo reading session,Home,Afternoon
user_303,2023-10-17 14:14:00,Commute,12,4,Workout session,Outdoor,Afternoon
83,2023-10-03 17:01:00,Commute,12,1,Discuss project,Gym,Afternoon
229,2023-10-17 14:11:00,Social Interaction,60,4,Workout session,Outdoor,Afternoon
user_342,2023-10-05 14:50:00,Exercise,20,5,Had a coffee break,Outdoor,Afternoon
user_82,2023-10-04 01:42:00,Meeting,12,2,Workout session,Gym,Morning
user_413,2023-10-22 04:48:00,Exercise,12,3,Workout session,Home,Morning
679,2023-10-25 10:19:00,Casual Lunch,60,2,Long commute,Outdoor,Morning
user_176,2023-10-24 16:07:00,Meeting,30,2,Solo reading session,Office,Afternoon
user_474,2023-10-17 14:55:00,Break,12,1,Networking event,Gym,Afternoon
user_136,2023-10-02 07:33:00,Meeting,12,1,Solo reading session,Outdoor,Morning
170,2023-10-04 20:25:00,Exercise,15,3,Solo reading session,Home,Evening
664,2023-10-24 05:20:00,Meeting,20,5,Client meeting,Home,Morning
user_64,2023-10-30 12:38:00,Meeting,20,1,Went for a walk,Office,Afternoon
user_16,2023-10-28 13:01:00,Social Interaction,12,2,Long commute,Outdoor,Afternoon
user_468,2023-10-15 03:18:00,Social Interaction,15,5,Discuss project,Outdoor,Morning
user_477,2023-10-18 07:29:00,Casual Lunch,12,4,Client meeting,Gym,Morning
527,2023-10-22 23:06:00,Commute,45,3,Workout session,Outdoor,Evening
user_232,2023-10-12 01:51:00,Social Interaction,12,3,Workout session,Home,Morning
user_318,2023-10-28 20:47:00,Meeting,15,1,Lunch with colleagues,Gym,Evening
user_188,2023-10-03 16:49:00,Meeting,30,4,Had a coffee break,Gym,Afternoon
user_186,2023-10-04 19:14:00,Social Interaction,45,5,Networking event,Office,Evening
user_171,2023-10-23 04:02:00,Commute,20,2,Lunch with colleagues,Outdoor,Morning
user_40,2023-10-01 11:05:00,Casual Lunch,12,4,Long commute,Outdoor,Morning
user_51,2023-10-27 22:29:00,Break,45,3,Relaxing at home,Office,Evening
user_347,2023-10-25 12:05:00,Casual Lunch,20,3,Client meeting,Gym,Afternoon
user_159,2023-10-30 11:30:00,Casual Lunch,12,1,Long commute,Home,Morning
590,2023-10-10 06:37:00,Meeting,20,3,Client meeting,Gym,Morning
user_45,2023-10-10 17:25:00,Commute,20,1,Had a coffee break,Gym,Afternoon
user_88,2023-10-30 12:47:00,Commute,15,4,Team brainstorming,Home,Afternoon
522,2023-10-29 22:22:00,Exercise,60,4,Client meeting,Office,Evening
947,2023-10-09 09:50:00,Social Interaction,60,1,Team brainstorming,Office,Morning
user_352,2023-10-23 06:14:00,Social Interaction,45,2,Had a coffee break,Home,Morning
250,2023-10-24 18:05:00,Break,30,3,Networking event,Office,Evening
user_490,2023-10-16 22:32:00,Casual Lunch,20,3,Lunch with colleagues,Gym,Evening
771,2023-10-14 23:20:00,Commute,30,3,Lunch with colleagues,Outdoor,Evening
765,2023-10-20 14:52:00,Commute,60,4,Relaxing at home,Outdoor,Afternoon
259,2023-10-10 05:15:00,Exercise,30,2,Casual chat with friends,Home,Morning
780,2023-10-12 19:37:00,Break,30,3,Relaxing at home,Office,Evening
939,2023-10-09 21:36:00,Exercise,12,1,Solo reading session,Outdoor,Evening
867,2023-10-10 23:19:00,Commute,12,4,Casual chat with friends,Home,Evening
111,2023-10-02 01:55:00,Social Interaction,15,2,Went for a walk,Gym,Morning
420,2023-10-25 18:46:00,Exercise,45,3,Lunch with colleagues,Outdoor,Evening
183,2023-10-08 10:17:00,Break,60,3,Long commute,Outdoor,Morning
user_24,2023-10-05 09:25:00,Break,60,4,Lunch with colleagues,Gym,Morning
32,2023-10-27 07:24:00,Meeting,30,3,Workout session,Outdoor,Morning
user_359,2023-10-04 00:22:00,Commute,45,5,Team brainstorming,Outdoor,Morning
928,2023-10-16 09:30:00,Exercise,15,2,Lunch with colleagues,Home,Morning
user_111,2023-10-09 05:07:00,Commute,15,4,Networking event,Gym,Morning
784,2023-10-10 06:02:00,Meeting,30,1,Had a coffee break,Home,Morning
649,2023-10-16 23:41:00,Casual Lunch,15,5,Networking event,Office,Evening
user_148,2023-10-21 15:25:00,Break,30,2,Went for a walk,Office,Afternoon
3,2023-10-27 23:41:00,Social Interaction,60,1,Lunch with colleagues,Home,Evening
user_49,2023-10-02 05:21:00,Social Interaction,60,3,Lunch with colleagues,Outdoor,Morning
624,2023-10-22 16:35:00,Meeting,20,5,Client meeting,Home,Afternoon
684,2023-10-08 01:06:00,Exercise,45,1,Had a coffee break,Gym,Morning
156,2023-10-02 17:16:00,Casual Lunch,15,2,Solo reading session,Gym,Afternoon
522,2023-10-14 16:11:00,Casual Lunch,45,1,Had a coffee break,Gym,Afternoon
710,2023-10-15 15:24:00,Meeting,15,2,Went for a walk,Gym,Afternoon
user_436,2023-10-10 17:13:00,Break,60,3,Solo reading session,Gym,Afternoon
812,2023-10-27 03:06:00,Meeting,45,4,Team brainstorming,Gym,Morning
user_453,2023-10-02 09:55:00,Meeting,60,2,Relaxing at home,Home,Morning
user_397,2023-10-28 23:14:00,Meeting,45,3,Client meeting,Home,Evening
605,2023-10-20 03:14:00,Casual Lunch,30,1,Client meeting,Home,Morning
user_210,2023-10-30 23:58:00,Social Interaction,60,2,Workout session,Office,Evening
user_329,2023-10-06 16:52:00,Commute,20,2,Solo reading session,Office,Afternoon
user_242,2023-10-11 03:22:00,Break,15,5,Workout session,Office,Morning
user_186,2023-10-28 19:14:00,Social Interaction,20,1,Lunch with colleagues,Gym,Evening
520,2023-10-28 21:51:00,Meeting,45,5,Had a coffee break,Home,Evening
411,2023-10-22 08:20:00,Meeting,45,2,Workout session,Office,Morning
user_71,2023-10-13 10:12:00,Exercise,30,2,Casual chat with friends,Office,Morning
146,2023-10-24 05:17:00,Casual Lunch,30,5,Relaxing at home,Home,Morning
user_98,2023-10-04 04:03:00,Break,30,1,Lunch with colleagues,Office,Morning
user_292,2023-10-22 22:13:00,Exercise,60,3,Had a coffee break,Outdoor,Evening
58,2023-10-16 23:41:00,Social Interaction,60,1,Workout session,Office,Evening
590,2023-10-18 18:42:00,Meeting,15,2,Had a coffee break,Outdoor,Evening
303,2023-10-06 08:48:00,Exercise,20,5,Went for a walk,Home,Morning
user_124,2023-10-02 07:16:00,Break,12,4,Networking event,Home,Morning
529,2023-10-09 01:06:00,Casual Lunch,12,3,Client meeting,Gym,Morning
105,2023-10-02 00:25:00,Commute,20,3,Team brainstorming,Office,Morning
824,2023-10-04 09:10:00,Break,15,5,Had a coffee break,Gym,Morning
803,2023-10-06 15:21:00,Casual Lunch,12,1,Team brainstorming,Gym,Afternoon
user_26,2023-10-15 10:19:00,Exercise,60,3,Solo reading session,Outdoor,Morning
83,2023-10-03 19:09:00,Social Interaction,20,5,Solo reading session,Home,Evening
user_463,2023-10-05 13:30:00,Casual Lunch,30,3,Relaxing at home,Office,Afternoon
815,2023-10-20 04:21:00,Casual Lunch,15,4,Lunch with colleagues,Gym,Morning
762,2023-10-20 13:06:00,Exercise,45,4,Workout session,Office,Afternoon
user_92,2023-10-06 23:28:00,Casual Lunch,60,4,Workout session,Home,Evening
316,2023-10-23 23:54:00,Social Interaction,20,1,Solo reading session,Gym,Evening
user_314,2023-10-15 15:39:00,Commute,20,5,Long commute,Outdoor,Afternoon
125,2023-10-02 19:15:00,Commute,30,2,Long commute,Office,Evening
user_345,2023-10-04 04:04:00,Exercise,45,1,Went for a walk,Outdoor,Morning
156,2023-10-24 13:15:00,Social Interaction,45,5,Relaxing at home,Home,Afternoon
user_98,2023-10-26 05:21:00,Commute,60,3,Workout session,Home,Morning
898,2023-10-25 18:46:00,Commute,60,1,Discuss project,Gym,Evening
user_452,2023-10-15 08:37:00,Social Interaction,12,5,Casual chat with friends,Office,Morning
730,2023-10-16 07:29:00,Casual Lunch,20,4,Discuss project,Outdoor,Morning
486,2023-10-09 18:36:00,Break,30,4,Discuss project,Gym,Evening
user_446,2023-10-26 01:35:00,Casual Lunch,15,2,Discuss project,Gym,Morning
874,2023-10-11 21:20:00,Exercise,30,5,Team brainstorming,Gym,Evening
73,2023-10-24 04:08:00,Break,30,4,Lunch with colleagues,Home,Morning
user_336,2023-10-09 10:15:00,Exercise,60,3,Solo reading session,Outdoor,Morning
user_20,2023-10-17 01:52:00,Social Interaction,30,4,Casual chat with friends,Outdoor,Morning
625,2023-10-16 01:41:00,Commute,60,2,Networking event,Outdoor,Morning
user_115,2023-10-21 16:12:00,Exercise,12,3,Went for a walk,Outdoor,Afternoon
13,2023-10-21 00:13:00,Commute,45,2,Lunch with colleagues,Office,Morning
user_97,2023-10-16 10:02:00,Social Interaction,30,1,Went for a walk,Home,Morning
user_83,2023-10-12 13:40:00,Casual Lunch,12,3,Relaxing at home,Outdoor,Afternoon
578,2023-10-13 12:59:00,Break,20,3,Casual chat with friends,Gym,Afternoon
user_113,2023-10-13 00:01:00,Social Interaction,15,2,Lunch with colleagues,Gym,Morning
user_13,2023-10-24 12:14:00,Casual Lunch,15,4,Discuss project,Gym,Afternoon
792,2023-10-21 16:53:00,Commute,45,1,Lunch with colleagues,Office,Afternoon
951,2023-10-23 03:22:00,Meeting,12,5,Long commute,Home,Morning
293,2023-10-18 01:05:00,Commute,15,5,Workout session,Home,Morning
123,2023-10-18 14:45:00,Commute,15,3,Discuss project,Home,Afternoon
user_297,2023-10-30 05:54:00,Casual Lunch,30,5,Team brainstorming,Home,Morning
user_168,2023-10-22 04:20:00,Break,20,3,Had a coffee break,Outdoor,Morning
user_466,2023-10-22 14:40:00,Meeting,15,4,Lunch with colleagues,Gym,Afternoon
66,2023-10-16 12:37:00,Social Interaction,30,2,Lunch with colleagues,Office,Afternoon
490,2023-10-22 11:47:00,Meeting,12,4,Client meeting,Office,Morning
331,2023-10-19 01:22:00,Social Interaction,20,5,Casual chat with friends,Outdoor,Morning
378,2023-10-14 15:21:00,Commute,45,1,Team brainstorming,Home,Afternoon
1000,2023-10-26 20:51:00,Meeting,30,5,Workout session,Outdoor,Evening
248,2023-10-17 14:15:00,Exercise,30,1,Long commute,Office,Afternoon
user_416,2023-10-17 20:55:00,Social Interaction,60,3,Had a coffee break,Office,Evening
56,2023-10-04 22:46:00,Exercise,20,2,Team brainstorming,Office,Evening
user_2,2023-10-14 01:01:00,Social Interaction,12,4,Client meeting,Home,Morning
user_259,2023-10-15 09:27:00,Exercise,45,3,Client meeting,Home,Morning
user_98,2023-10-27 00:44:00,Social Interaction,30,5,Networking event,Gym,Morning
user_216,2023-10-04 16:27:00,Break,12,2,Solo reading session,Gym,Afternoon
720,2023-10-29 01:50:00,Social Interaction,60,2,Had a coffee break,Outdoor,Morning
971,2023-10-13 21:09:00,Social Interaction,45,1,Networking event,Home,Evening
user_357,2023-10-20 06:54:00,Casual Lunch,45,1,Went for a walk,Home,Morning
384,2023-10-26 11:13:00,Commute,45,5,Long commute,Home,Morning
962,2023-10-28 03:41:00,Casual Lunch,15,4,Discuss project,Office,Morning
273,2023-10-24 23:50:00,Meeting,30,2,Networking event,Gym,Evening
user_434,2023-10-17 04:55:00,Casual Lunch,45,1,Workout session,Home,Morning
491,2023-10-11 15:25:00,Break,30,1,Solo reading session,Home,Afternoon
854,2023-10-24 09:11:00,Commute,30,3,Casual chat with friends,Gym,Morning
user_45,2023-10-13 09:43:00,Commute,20,4,Had a coffee break,Outdoor,Morning
user_230,2023-10-23 21:37:00,Commute,30,5,Went for a walk,Home,Evening
user_449,2023-10-04 12:00:00,Break,30,1,Client meeting,Gym,Afternoon
465,2023-10-19 02:40:00,Break,12,1,Solo reading session,Gym,Morning
user_228,2023-10-24 13:48:00,Commute,60,3,Networking event,Outdoor,Afternoon
user_7,2023-10-02 23:47:00,Social Interaction,60,5,Solo reading session,Outdoor,Evening
148,2023-10-03 23:57:00,Meeting,60,1,Networking event,Outdoor,Evening
user_316,2023-10-21 13:54:00,Exercise,15,2,Casual chat with friends,Outdoor,Afternoon
455,2023-10-24 23:42:00,Commute,45,1,Went for a walk,Gym,Evening
1000,2023-10-08 20:43:00,Break,30,4,Long commute,Home,Evening
534,2023-10-30 09:59:00,Social Interaction,45,4,Casual chat with friends,Gym,Morning
386,2023-10-20 21:17:00,Meeting,30,4,Lunch with colleagues,Office,Evening
305,2023-10-09 05:48:00,Casual Lunch,20,5,Networking event,Outdoor,Morning
user_398,2023-10-09 02:07:00,Commute,30,5,Relaxing at home,Home,Morning
user_453,2023-10-09 05:45:00,Meeting,12,5,Solo reading session,Gym,Morning
user_74,2023-10-20 10:52:00,Social Interaction,60,5,Team brainstorming,Outdoor,Morning
